movie,genres,main_genre,subgenres,release_month,release_year,budget,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,ROI
The First Purge,"Action,Horror,Sci-Fi",Action,"['Horror', 'Sci-Fi']",7,2018,mid,13000000,69488745,67128560,136617305,123617305,1050.902346153846
Lucy,Documentary,Documentary,[],7,2014,mid,40000000,126573960,330933816,457507776,417507776,1143.76944
Split,"Action,Drama,Sport",Action,"['Drama', 'Sport']",1,2017,mid,5000000,138141585,140823221,278964806,273964806,5579.29612
The Runaways,Adventure,Adventure,[],3,2010,mid,9500000,3573673,1704959,5278632,-4221368,55.56454736842106
Posledniy bogatyr,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",12,2017,mid,8500000,0,30700192,30700192,22200192,361.1787294117647
Smallfoot,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",9,2018,high,80000000,83240103,130451174,213691277,133691277,267.11409625
The Judge,Documentary,Documentary,[],10,2014,high,50000000,47119388,29000000,76119388,26119388,152.238776
The Town,Horror,Horror,[],9,2010,mid,37000000,92186262,60380619,152566881,115566881,412.3429216216216
A Ghost Story,"Drama,Fantasy,Romance",Drama,"['Fantasy', 'Romance']",7,2017,low,100000,1594798,1174984,2769782,2669782,2769.782
Vice,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",12,2018,high,60000000,47836282,23046889,70883171,10883171,118.13861833333333
Black or White,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",1,2015,mid,9000000,21571189,399832,21971021,12971021,244.12245555555555
Patti Cake$,"Drama,Music",Drama,['Music'],8,2017,low,1000000,800148,670942,1471090,471090,147.109
The Post,"Biography,Drama,History",Biography,"['Drama', 'History']",12,2017,high,50000000,81903458,97845422,179748880,129748880,359.49775999999997
Adrift,"Action,Adventure,Biography",Action,"['Adventure', 'Biography']",6,2018,mid,35000000,31445011,26452180,57897191,22897191,165.4205457142857
Alpha,"Crime,Drama,Fantasy",Crime,"['Drama', 'Fantasy']",8,2018,high,51000000,35851379,63773494,99624873,48624873,195.3428882352941
Life as We Know It,Comedy,Comedy,[],10,2010,mid,38000000,53374681,52513156,105887837,67887837,278.6522026315789
Creed II,"Drama,Sport",Drama,['Sport'],11,2018,high,50000000,115715889,97875633,213591522,163591522,427.18304399999994
Stolen,Drama,Drama,[],9,2012,mid,35000000,289773,17677973,17967746,-17032254,51.33641714285714
The Night Before,Documentary,Documentary,[],11,2015,mid,25000000,43035725,9391621,52427346,27427346,209.709384
A Bad Moms Christmas,"Adventure,Comedy",Adventure,['Comedy'],11,2017,mid,28000000,72110659,55599891,127710550,99710550,456.10910714285717
Safe,Thriller,Thriller,[],4,2012,mid,33000000,17142080,24353133,41495213,8495213,125.74306969696968
Proud Mary,"Action,Crime,Drama",Action,"['Crime', 'Drama']",1,2018,mid,30000000,20868638,840901,21709539,-8290461,72.36513
Wonder Park,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",3,2019,high,100000000,45216793,69932629,115149422,15149422,115.149422
I Can Only Imagine,"Biography,Drama,Family",Biography,"['Drama', 'Family']",3,2018,mid,7000000,83482352,2121869,85604221,78604221,1222.917442857143
Five Feet Apart,"Drama,Romance",Drama,['Romance'],3,2019,mid,7000000,45729221,34775200,80504421,73504421,1150.0631571428573
Serenity,"Drama,Mystery,Sci-Fi",Drama,"['Mystery', 'Sci-Fi']",1,2019,mid,25000000,8547045,2819984,11367029,-13632971,45.468115999999995
Action Point,Comedy,Comedy,[],6,2018,mid,19000000,5059608,44067,5103675,-13896325,26.861447368421054
Indivisible,"Drama,War",Drama,['War'],10,2018,low,2700000,3511417,76888,3588305,888305,132.9001851851852
The Apparition,Drama,Drama,[],8,2012,mid,17000000,4936819,5700462,10637281,-6362719,62.57224117647059
Dark Phoenix,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",6,2019,high,350000000,42762350,107000000,149762350,-200237650,42.78924285714286
Drive,"Action,Crime,Drama",Action,"['Crime', 'Drama']",9,2011,mid,15000000,35060689,46297241,81357930,66357930,542.3861999999999
The Immigrant,Drama,Drama,[],5,2014,mid,16000000,2013456,5571555,7585011,-8414989,47.40631875
No Strings Attached,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",1,2011,mid,25000000,70662220,78565858,149228078,124228078,596.912312
Bad Times at the El Royale,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",10,2018,mid,32000000,17839115,11365264,29204379,-2795621,91.263684375
A Quiet Place,"Drama,Horror,Sci-Fi",Drama,"['Horror', 'Sci-Fi']",4,2018,mid,17000000,188024361,146497933,334522294,317522294,1967.7782
Youth,"Drama,Romance,War",Drama,"['Romance', 'War']",12,2015,mid,13000000,2703296,21298277,24001573,11001573,184.62748461538462
Carnage,Comedy,Comedy,[],12,2011,mid,25000000,2546747,35565407,38112154,13112154,152.448616
The Artist,Mystery,Mystery,[],11,2011,mid,16000000,44667095,83589617,128256712,112256712,801.6044499999999
Safe House,Horror,Horror,[],2,2012,high,85000000,126181630,82360532,208542162,123542162,245.34372000000002
The Intruder,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",5,2019,mid,8000000,35095904,909967,36005871,28005871,450.07338749999997
Concussion,Documentary,Documentary,[],12,2015,mid,35000000,34531832,15831958,50363790,15363790,143.89654285714286
The Awakening,Thriller,Thriller,[],8,2012,low,4900000,95933,6828388,6924321,2024321,141.31267346938776
Upgrade,Drama,Drama,[],6,2018,low,3000000,11977130,4576155,16553285,13553285,551.7761666666667
Night School,Comedy,Comedy,[],9,2018,mid,29000000,77339130,25669662,103008792,74008792,355.2027310344827
I Feel Pretty,"Comedy,Romance",Comedy,['Romance'],4,2018,mid,32000000,48795601,42758196,91553797,59553797,286.105615625
The 15:17 to Paris,"Biography,Drama,Thriller",Biography,"['Drama', 'Thriller']",2,2018,mid,30000000,36276286,19819914,56096200,26096200,186.98733333333334
The Kid Who Would Be King,"Action,Adventure,Family",Action,"['Adventure', 'Family']",1,2019,high,59000000,16790790,11557656,28348446,-30651554,48.048213559322036
Glass,"Drama,Sci-Fi,Thriller",Drama,"['Sci-Fi', 'Thriller']",1,2019,mid,20000000,111035005,134268500,245303505,225303505,1226.517525
Peppermint,"Action,Crime,Drama",Action,"['Crime', 'Drama']",9,2018,mid,25000000,35418723,16382035,51800758,26800758,207.203032
Wanderlust,Documentary,Documentary,[],2,2012,mid,32500000,17288155,6871779,24159934,-8340066,74.33825846153846
Us,"Horror,Mystery,Thriller",Horror,"['Mystery', 'Thriller']",3,2019,mid,20000000,175006930,79203380,254210310,234210310,1271.05155
Book Club,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",5,2018,mid,10000000,68566296,22547387,91113683,81113683,911.13683
Kill the Irishman,Crime,Crime,[],3,2011,mid,12000000,1188194,0,1188194,-10811806,9.901616666666667
Truth or Dare,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",4,2018,low,3500000,41411015,53716329,95127344,91627344,2717.9241142857145
Life of the Party,Drama,Drama,[],5,2018,mid,30000000,53059911,12700000,65759911,35759911,219.19970333333333
Addicted,Drama,Drama,[],10,2014,mid,5000000,17390770,108472,17499242,12499242,349.98483999999996
Red Sky,"Drama,War",Drama,['War'],3,2015,mid,25000000,0,91116,91116,-24908884,0.364464
Do You Believe?,"Fantasy,Horror",Fantasy,['Horror'],3,2015,low,2300000,12985600,1319331,14304931,12004931,621.9535217391305
Green Book,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",11,2018,mid,23000000,85080171,236954268,322034439,299034439,1400.1497347826087
Test,Drama,Drama,[],6,2014,low,250000,18823,0,18823,-231177,7.5291999999999994
Underdogs,"Documentary,Sport",Documentary,['Sport'],8,2013,low,2500000,35017,1357632,1392649,-1107351,55.70596
Mandy,"Action,Fantasy,Horror",Action,"['Fantasy', 'Horror']",9,2018,mid,6000000,1214525,213131,1427656,-4572344,23.794266666666665
Coco,Horror,Horror,[],11,2017,high,175000000,209726015,588282086,798008101,623008101,456.0046291428572
Eighth Grade,"Comedy,Drama",Comedy,['Drama'],7,2018,low,2000000,13539710,801306,14341016,12341016,717.0508
Animal Kingdom,"Drama,Fantasy,Horror",Drama,"['Fantasy', 'Horror']",8,2010,low,4200000,1044039,7034644,8078683,3878683,192.34959523809522
Departure,Drama,Drama,[],3,2017,low,1100000,0,27561,27561,-1072439,2.5055454545454543
First Man,Documentary,Documentary,[],10,2018,high,60000000,44936545,60267280,105203825,45203825,175.33970833333333
A Simple Favor,"Comedy,Crime,Drama",Comedy,"['Crime', 'Drama']",9,2018,mid,20000000,53548586,44080131,97628717,77628717,488.143585
The Family,Comedy,Comedy,[],9,2013,mid,30000000,36918811,14159730,51078541,21078541,170.26180333333335
Let Me In,Horror,Horror,[],10,2010,mid,20000000,12134935,16135464,28270399,8270399,141.351995
If Beale Street Could Talk,"Drama,Romance",Drama,['Romance'],12,2018,mid,12000000,14915773,4943394,19859167,7859167,165.49305833333335
Stronger,"Action,Sport",Action,['Sport'],9,2017,mid,30000000,4211129,4575623,8786752,-21213248,29.289173333333334
Destroyer,"Action,Crime,Drama",Action,"['Crime', 'Drama']",12,2018,mid,9000000,1533324,2147772,3681096,-5318904,40.90106666666667
Breaking In,"Action,Crime,Drama",Action,"['Crime', 'Drama']",5,2018,mid,6000000,46840590,4571030,51411620,45411620,856.8603333333334
Unsane,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",3,2018,low,1500000,7690044,6554887,14244931,12744931,949.6620666666666
Hearts Beat Loud,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",6,2018,low,2000000,2386254,34708,2420962,420962,121.04809999999999
Churchill,Biography,Biography,[],6,2017,mid,10000000,1279681,6302515,7582196,-2417804,75.82196
Freedom,Thriller,Thriller,[],6,2015,mid,14500000,0,872757,872757,-13627243,6.019013793103448
Arrival,Documentary,Documentary,[],11,2016,mid,47000000,100546139,102581755,203127894,156127894,432.1870085106383
Uncle Drew,"Comedy,Sport",Comedy,['Sport'],6,2018,mid,18000000,42469946,4057215,46527161,28527161,258.4842277777778
BlacKkKlansman,"Biography,Crime,Drama",Biography,"['Crime', 'Drama']",8,2018,mid,15000000,49275340,43741995,93017335,78017335,620.1155666666667
Getaway,Thriller,Thriller,[],8,2013,mid,18000000,10501938,1312051,11813989,-6186011,65.63327222222223
El Chicano,Drama,Drama,[],5,2019,mid,8000000,700261,0,700261,-7299739,8.7532625
"Paul, Apostle of Christ","Adventure,Biography,Drama",Adventure,"['Biography', 'Drama']",3,2018,mid,5000000,17547999,7981499,25529498,20529498,510.58995999999996
The Interview,Documentary,Documentary,[],2,2014,mid,44000000,6105175,6237457,12342632,-31657368,28.051436363636363
Instant Family,"Comedy,Drama",Comedy,['Drama'],11,2018,mid,48000000,67363237,52372951,119736188,71736188,249.45039166666666
Devil,Drama,Drama,[],9,2010,mid,10000000,33679655,29674459,63354114,53354114,633.54114
Anna,"Action,Thriller",Action,['Thriller'],6,2014,low,4357373,0,1200000,1200000,-3157373,27.539528977666127
Super,Adventure,Adventure,[],4,2011,low,2500000,327716,266217,593933,-1906067,23.75732
Sinister,Drama,Drama,[],10,2012,low,3000000,48086903,39640904,87727807,84727807,2924.2602333333334
Above and Beyond,Documentary,Documentary,[],1,2015,low,1300000,288751,0,288751,-1011249,22.211615384615385
Hugo,Documentary,Documentary,[],11,2011,high,180000000,73864507,106183277,180047784,47784,100.02654666666666
Absentia,Sci-Fi,Sci-Fi,[],12,2011,low,70000,0,8555,8555,-61445,12.221428571428572
The Conspirator,Comedy,Comedy,[],4,2011,mid,25000000,11538204,4369207,15907411,-9092589,63.629644
The Thing,Documentary,Documentary,[],10,2011,mid,38000000,16999934,10573144,27573078,-10426922,72.56073157894737
The Great Wall,Documentary,Documentary,[],2,2017,high,150000000,45157105,289329747,334486852,184486852,222.99123466666666
The Wall,Documentary,Documentary,[],5,2017,low,3000000,1803064,2692198,4495262,1495262,149.84206666666665
Melancholia,Documentary,Documentary,[],11,2011,mid,9400000,3030848,18786450,21817298,12417298,232.098914893617
Phantom,"Crime,Horror,Thriller",Crime,"['Horror', 'Thriller']",3,2013,mid,18000000,1034589,164921,1199510,-16800490,6.663944444444445
Anonymous,"Action,Comedy,Mystery",Action,"['Comedy', 'Mystery']",10,2011,mid,27500000,4463292,11352217,15815509,-11684491,57.51094181818181
What Men Want,"Comedy,Fantasy,Romance",Comedy,"['Fantasy', 'Romance']",2,2019,mid,20000000,54611903,15300000,69911903,49911903,349.55951500000003
Let There Be Light,Drama,Drama,[],10,2017,low,3000000,7233471,7838,7241309,4241309,241.37696666666665
Annie,"Comedy,Musical",Comedy,['Musical'],12,2014,high,65000000,85911262,53918363,139829625,74829625,215.1225
Promised Land,Documentary,Documentary,[],1,2013,mid,15000000,7597898,4796664,12394562,-2605438,82.63041333333334
Tomorrowland,Documentary,Documentary,[],5,2015,high,170000000,93436322,113191196,206627518,36627518,121.54559882352942
Hereditary,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",6,2018,mid,10000000,44069456,26064449,70133905,60133905,701.33905
Spotlight,Drama,Drama,[],11,2015,mid,20000000,45055776,47032684,92088460,72088460,460.4423
Conviction,Drama,Drama,[],10,2010,mid,12500000,6797696,5029284,11826980,-673020,94.61583999999999
Abduction,"Action,Sci-Fi",Action,['Sci-Fi'],9,2011,mid,35000000,28087155,58561204,86648359,51648359,247.56673999999998
Tooth Fairy,Horror,Horror,[],1,2010,mid,48000000,60022256,52588130,112610386,64610386,234.6049708333333
The Mule,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",12,2018,high,50000000,103804407,67053269,170857676,120857676,341.715352
Dragon Ball Super: Broly,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",1,2019,mid,8500000,30376755,92371000,122747755,114247755,1444.0912352941175
Heist,"Action,Crime,Drama",Action,"['Crime', 'Drama']",11,2015,mid,8900000,50136,3273995,3324131,-5575869,37.34978651685393
Remember Me,Thriller,Thriller,[],3,2010,mid,16000000,19068240,37437880,56506120,40506120,353.16325
Circle,Drama,Drama,[],8,2010,low,2000000,10024,0,10024,-1989976,0.5012
Teefa in Trouble,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",7,2018,low,1500000,0,98806,98806,-1401194,6.587066666666666
Chloe,"Documentary,Family",Documentary,['Family'],3,2010,mid,13000000,3075255,8755876,11831131,-1168869,91.0087
Happy Death Day 2U,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",2,2019,mid,9000000,28051045,36128450,64179495,55179495,713.1055
All You Need Is Love,"Comedy,Romance",Comedy,['Romance'],10,2014,low,300000,0,3565259,3565259,3265259,1188.4196666666667
Trance,Documentary,Documentary,[],4,2013,mid,16000000,2322593,20271459,22594052,6594052,141.212825
Monsters,"Drama,Thriller",Drama,['Thriller'],10,2010,low,500000,237301,5402429,5639730,5139730,1127.946
One Day,Drama,Drama,[],8,2011,mid,15000000,13843771,45324921,59168692,44168692,394.45794666666666
Silence,Drama,Drama,[],12,2016,mid,46500000,7100177,16626449,23726626,-22773374,51.02500215053764
Mama,Drama,Drama,[],1,2013,mid,15000000,71628180,76467386,148095566,133095566,987.3037733333333
Unfinished Business,Romance,Romance,[],3,2015,mid,35000000,10219501,2994550,13214051,-21785949,37.75443142857143
Paranoia,Drama,Drama,[],8,2013,mid,40000000,7388654,8952113,16340767,-23659233,40.8519175
Brave,Drama,Drama,[],6,2012,high,185000000,237282182,317324350,554606532,369606532,299.7873145945946
Trespass,Western,Western,[],10,2011,mid,35000000,16816,769716,786532,-34213468,2.2472342857142857
Joe,Drama,Drama,[],4,2014,low,4000000,373375,0,373375,-3626625,9.334375
Restless,"Documentary,Drama",Documentary,['Drama'],9,2011,mid,8000000,163753,2608758,2772511,-5227489,34.6563875
Upside Down,Comedy,Comedy,[],3,2013,high,50000000,102118,26284921,26387039,-23612961,52.774078
Frontera,"Crime,Drama,Family",Crime,"['Drama', 'Family']",9,2014,low,2300000,59696,0,59696,-2240304,2.595478260869565
Tag,"Action,Comedy",Action,['Comedy'],6,2018,mid,28000000,54730625,22295561,77026186,49026186,275.0935214285714
Robin Hood,"Action,Adventure,History",Action,"['Adventure', 'History']",5,2010,high,210000000,105487148,216971858,322459006,112459006,153.55190761904763
Robin Hood,"Action,Adventure,History",Action,"['Adventure', 'History']",11,2018,high,99000000,30824628,53922813,84747441,-14252559,85.60347575757575
3,Documentary,Documentary,[],9,2011,mid,7200000,59774,235718,295492,-6904508,4.104055555555555
Fahrenheit 11/9,Documentary,Documentary,[],9,2018,mid,5000000,6352306,301409,6653715,1653715,133.0743
Redemption,Drama,Drama,[],6,2013,mid,23000000,36686,13556787,13593473,-9406527,59.10205652173913
Get Hard,Comedy,Comedy,[],3,2015,mid,40000000,90411453,16100000,106511453,66511453,266.2786325
The Circle,Drama,Drama,[],4,2017,mid,18000000,20497844,20154020,40651864,22651864,225.8436888888889
Like Crazy,Drama,Drama,[],10,2011,low,250000,3395391,333009,3728400,3478400,1491.3600000000001
Stitches,Drama,Drama,[],4,2013,low,2000000,0,63555,63555,-1936445,3.17775
The Last Stand,Drama,Drama,[],1,2013,mid,30000000,12050299,36280458,48330757,18330757,161.10252333333332
Trust,"Crime,Drama",Crime,['Drama'],4,2011,low,4000000,120016,0,120016,-3879984,3.0004
Lawless,"Action,Adventure,Documentary",Action,"['Adventure', 'Documentary']",8,2012,mid,26000000,37397291,16996396,54393687,28393687,209.20648846153847
The Witch,Horror,Horror,[],2,2016,low,3500000,25138705,15315815,40454520,36954520,1155.8434285714286
Demonic,Documentary,Documentary,[],10,2017,low,3000000,0,4668109,4668109,1668109,155.60363333333333
Wild,Documentary,Documentary,[],12,2014,mid,15000000,37880356,14580187,52460543,37460543,349.73695333333336
Red,Drama,Drama,[],10,2010,high,60000000,90380162,106059531,196439693,136439693,327.3994883333333
Forget Me Not,Documentary,Documentary,[],5,2011,low,1300000,0,13465,13465,-1286535,1.0357692307692308
Cinderella,Drama,Drama,[],3,2015,high,95000000,201151353,333400000,534551353,439551353,562.6856347368421
Joy,Drama,Drama,[],12,2015,high,60000000,56451232,44682827,101134059,41134059,168.556765
Genius,Drama,Drama,[],6,2016,mid,17000000,1361045,5904238,7265283,-9734717,42.73695882352941
The Tree of Life,Documentary,Documentary,[],5,2011,mid,35000000,13305665,48416161,61721826,26721826,176.3480742857143
